user_id,signup_date,city,acquisition_source,device_type
2923,10-12-2025,Chennai,Google Ads,Android
2924,21-10-2025,Delhi,Organic Search,Android
2925,28-02-2025,Bengaluru,Facebook,Android
2926,18-05-2025,Chennai,Instagram,Android
2927,09-04-2025,Bengaluru,Organic Search,Android
2928,11-07-2025,Delhi,Instagram,Android
2929,31-08-2025,Chennai,Instagram,Android
2930,15-11-2025,Hyderabad,Instagram,iOS
2931,18-02-2025,Hyderabad,Facebook,Android
2932,01-02-2025,Bengaluru,Google Ads,Android
2933,04-10-2025,Pune,Google Ads,iOS
2934,20-01-2025,Hyderabad,Referral,Android
2935,03-06-2025,Hyderabad,Google Ads,Android
2936,09-03-2025,Hyderabad,Referral,iOS
2937,02-08-2025,Delhi,Instagram,Android
2938,23-05-2025,Hyderabad,Referral,Android
2939,20-08-2025,Mumbai,Facebook,Android
2940,01-08-2025,Chennai,Facebook,Android
2941,20-03-2025,Hyderabad,Google Ads,Android
2942,02-08-2025,Pune,Facebook,Android
2943,26-04-2025,Pune,Instagram,Android
2944,02-04-2025,Hyderabad,Organic Search,Android
2945,27-09-2025,Hyderabad,Instagram,Android
2946,17-06-2025,Mumbai,Instagram,Android
2947,27-02-2025,Hyderabad,Facebook,Android
2948,11-10-2025,Hyderabad,Referral,Android
2949,26-01-2025,Chennai,Instagram,Android
2950,07-03-2025,Pune,Organic Search,Android
2951,05-09-2025,Mumbai,Organic Search,Android
2952,11-09-2025,Pune,Facebook,Android
2953,13-02-2025,Mumbai,Google Ads,Android
2954,07-04-2025,Pune,Referral,Android
2955,11-02-2025,Hyderabad,Google Ads,iOS
2956,15-08-2025,Pune,Google Ads,Android
2957,19-09-2025,Pune,Organic Search,Android
2958,16-06-2025,Mumbai,Organic Search,Android
2959,06-10-2025,Bengaluru,Organic Search,iOS
2960,30-03-2025,Mumbai,Instagram,Android
2961,27-06-2025,Mumbai,Instagram,Android
2962,16-07-2025,Mumbai,Instagram,Android
2963,03-11-2025,Delhi,Google Ads,Android
2964,24-09-2025,Delhi,Google Ads,iOS
2965,25-09-2025,Delhi,Google Ads,iOS
2966,15-03-2025,Mumbai,Facebook,Android
2967,08-01-2025,Bengaluru,Referral,Android
2968,24-10-2025,Mumbai,Referral,iOS
2969,13-06-2025,Hyderabad,Organic Search,Android
2970,26-03-2025,Bengaluru,Instagram,Android
2971,13-03-2025,Delhi,Instagram,Android
2972,24-02-2025,Pune,Referral,Android
2973,16-02-2025,Pune,Google Ads,iOS
2974,26-08-2025,Chennai,Facebook,Android
2975,14-04-2025,Bengaluru,Instagram,Android
2976,29-07-2025,Delhi,Instagram,Android
2977,11-02-2025,Bengaluru,Facebook,iOS
2978,12-11-2025,Bengaluru,Organic Search,Android
2979,25-09-2025,Pune,Organic Search,Android
2980,20-09-2025,Mumbai,Google Ads,iOS
2981,02-12-2025,Hyderabad,Google Ads,Android
2982,31-12-2025,Chennai,Organic Search,Android
2983,16-09-2025,Delhi,Google Ads,Android
2984,10-10-2025,Bengaluru,Google Ads,Android
2985,24-04-2025,Chennai,Organic Search,Android
2986,29-12-2025,Bengaluru,Referral,Android
2987,09-02-2025,Pune,Organic Search,Android
2988,08-08-2025,Hyderabad,Instagram,Android
2989,09-05-2025,Pune,Google Ads,iOS
2990,08-01-2025,Chennai,Organic Search,Android
2991,11-04-2025,Delhi,Instagram,iOS
2992,25-06-2025,Bengaluru,Referral,Android
2993,17-04-2025,Hyderabad,Instagram,Android
2994,11-04-2025,Pune,Organic Search,Android
2995,17-09-2025,Chennai,Facebook,Android
2996,03-09-2025,Pune,Instagram,Android
2997,02-10-2025,Bengaluru,Google Ads,Android
2998,01-02-2025,Bengaluru,Facebook,Android
2999,17-05-2025,Delhi,Facebook,Android
3000,12-01-2025,Hyderabad,Google Ads,Android
3001,29-10-2025,Mumbai,Organic Search,iOS
3002,16-01-2025,Pune,Google Ads,iOS
3003,09-05-2025,Bengaluru,Google Ads,Android
3004,04-03-2025,Chennai,Instagram,Android
3005,19-04-2025,Pune,Organic Search,Android
3006,21-01-2025,Delhi,Instagram,iOS
3007,07-06-2025,Delhi,Google Ads,iOS
3008,26-09-2025,Bengaluru,Organic Search,Android
3009,11-06-2025,Bengaluru,Instagram,Android
3010,17-09-2025,Bengaluru,Google Ads,Android
3011,12-04-2025,Mumbai,Instagram,Android
3012,11-08-2025,Bengaluru,Referral,Android
3013,28-02-2025,Pune,Facebook,Android
3014,04-09-2025,Pune,Organic Search,Android
3015,08-05-2025,Hyderabad,Organic Search,Android
3016,10-10-2025,Chennai,Facebook,iOS
3017,21-11-2025,Bengaluru,Referral,Android
3018,25-01-2025,Pune,Google Ads,Android
3019,11-05-2025,Pune,Google Ads,Android
3020,19-12-2025,Pune,Facebook,Android
3021,15-07-2025,Mumbai,Organic Search,iOS
3022,08-10-2025,Chennai,Google Ads,Android
3023,03-06-2025,Delhi,Google Ads,Android
3024,13-05-2025,Pune,Google Ads,Android
3025,15-08-2025,Bengaluru,Google Ads,Android
3026,08-07-2025,Pune,Instagram,Android
3027,22-09-2025,Chennai,Google Ads,Android
3028,14-05-2025,Delhi,Google Ads,Android
3029,30-07-2025,Mumbai,Facebook,Android
3030,01-03-2025,Hyderabad,Google Ads,Android
3031,30-12-2025,Bengaluru,Facebook,Android
3032,30-12-2025,Hyderabad,Organic Search,Android
3033,01-08-2025,Mumbai,Organic Search,Android
3034,04-08-2025,Chennai,Facebook,Android
3035,14-08-2025,Chennai,Instagram,Android
3036,11-05-2025,Mumbai,Organic Search,Android
3037,17-03-2025,Pune,Referral,Android
3038,13-10-2025,Mumbai,Google Ads,Android
3039,04-10-2025,Bengaluru,Instagram,Android
3040,05-06-2025,Delhi,Instagram,Android
3041,05-09-2025,Hyderabad,Instagram,Android
3042,06-08-2025,Hyderabad,Instagram,iOS
3043,09-07-2025,Chennai,Organic Search,Android
3044,12-06-2025,Pune,Google Ads,iOS
3045,29-06-2025,Chennai,Facebook,iOS
3046,03-02-2025,Bengaluru,Organic Search,iOS
3047,10-02-2025,Mumbai,Referral,Android
3048,03-11-2025,Hyderabad,Organic Search,iOS
3049,04-12-2025,Bengaluru,Organic Search,iOS
3050,10-11-2025,Chennai,Google Ads,Android
3051,16-03-2025,Chennai,Organic Search,Android
3052,06-10-2025,Hyderabad,Referral,Android
3053,25-06-2025,Chennai,Instagram,Android
3054,30-05-2025,Pune,Facebook,Android
3055,30-09-2025,Chennai,Facebook,Android
3056,21-11-2025,Delhi,Organic Search,iOS
3057,18-04-2025,Mumbai,Google Ads,Android
3058,19-05-2025,Chennai,Facebook,iOS
3059,16-12-2025,Delhi,Instagram,Android
3060,28-09-2025,Bengaluru,Google Ads,Android
3061,13-12-2025,Chennai,Instagram,Android
3062,16-10-2025,Pune,Google Ads,Android
3063,31-07-2025,Bengaluru,Organic Search,Android
3064,29-09-2025,Chennai,Instagram,Android
3065,07-03-2025,Hyderabad,Google Ads,Android
3066,05-09-2025,Delhi,Instagram,iOS
3067,05-06-2025,Delhi,Instagram,Android
3068,16-02-2025,Hyderabad,Google Ads,iOS
3069,20-07-2025,Mumbai,Instagram,Android
3070,28-05-2025,Pune,Facebook,Android
3071,04-05-2025,Delhi,Instagram,Android
3072,01-01-2025,Bengaluru,Instagram,iOS
3073,04-09-2025,Pune,Google Ads,Android
3074,09-12-2025,Delhi,Facebook,iOS
3075,08-05-2025,Mumbai,Instagram,iOS
3076,10-07-2025,Bengaluru,Facebook,Android
3077,08-03-2025,Pune,Organic Search,Android
3078,04-01-2025,Bengaluru,Referral,iOS
3079,30-10-2025,Hyderabad,Instagram,Android
3080,21-10-2025,Chennai,Facebook,Android
3081,23-05-2025,Hyderabad,Facebook,Android
3082,10-07-2025,Pune,Instagram,iOS
3083,21-01-2025,Chennai,Organic Search,iOS
3084,15-08-2025,Hyderabad,Organic Search,Android
3085,09-11-2025,Chennai,Organic Search,Android
3086,27-04-2025,Delhi,Organic Search,iOS
3087,29-10-2025,Bengaluru,Referral,Android
3088,22-05-2025,Chennai,Facebook,Android
3089,08-02-2025,Delhi,Facebook,Android
3090,21-12-2025,Mumbai,Organic Search,iOS
3091,09-09-2025,Hyderabad,Facebook,iOS
3092,29-11-2025,Mumbai,Google Ads,Android
3093,26-07-2025,Pune,Google Ads,Android
3094,29-07-2025,Delhi,Organic Search,Android
3095,25-04-2025,Mumbai,Instagram,Android
3096,13-08-2025,Mumbai,Facebook,Android
3097,14-05-2025,Delhi,Organic Search,Android
3098,08-09-2025,Bengaluru,Referral,Android
3099,07-08-2025,Chennai,Organic Search,Android
3100,01-04-2025,Pune,Facebook,iOS
3101,20-12-2025,Pune,Instagram,Android
3102,15-02-2025,Hyderabad,Organic Search,Android
3103,07-02-2025,Chennai,Instagram,Android
3104,22-05-2025,Hyderabad,Google Ads,iOS
3105,10-04-2025,Pune,Google Ads,Android
3106,24-11-2025,Chennai,Instagram,Android
3107,09-07-2025,Mumbai,Google Ads,Android
3108,04-02-2025,Bengaluru,Google Ads,iOS
3109,27-05-2025,Mumbai,Facebook,iOS
3110,30-01-2025,Bengaluru,Organic Search,Android
3111,30-11-2025,Delhi,Instagram,Android
3112,25-03-2025,Hyderabad,Instagram,Android
3113,08-10-2025,Hyderabad,Facebook,iOS
3114,10-12-2025,Delhi,Facebook,Android
3115,27-09-2025,Chennai,Organic Search,Android
3116,03-06-2025,Delhi,Instagram,Android
3117,12-04-2025,Pune,Organic Search,iOS
3118,03-08-2025,Delhi,Google Ads,Android
3119,30-05-2025,Bengaluru,Facebook,Android
3120,24-03-2025,Pune,Instagram,Android
3121,20-04-2025,Delhi,Google Ads,Android
3122,02-10-2025,Hyderabad,Instagram,Android
3123,20-07-2025,Mumbai,Instagram,Android
3124,11-10-2025,Bengaluru,Google Ads,Android
3125,22-06-2025,Bengaluru,Organic Search,Android
3126,23-11-2025,Chennai,Referral,Android
3127,25-07-2025,Mumbai,Facebook,Android
3128,04-03-2025,Bengaluru,Google Ads,Android
3129,14-03-2025,Delhi,Google Ads,Android
3130,08-09-2025,Bengaluru,Organic Search,Android
3131,04-05-2025,Bengaluru,Facebook,Android
3132,01-05-2025,Bengaluru,Instagram,Android
3133,02-10-2025,Chennai,Instagram,Android
3134,30-04-2025,Bengaluru,Facebook,Android
3135,13-11-2025,Bengaluru,Google Ads,iOS
3136,13-06-2025,Chennai,Instagram,Android
3137,13-10-2025,Pune,Organic Search,Android
3138,22-09-2025,Mumbai,Referral,Android
3139,16-11-2025,Pune,Facebook,Android
3140,10-06-2025,Hyderabad,Instagram,Android
3141,04-11-2025,Chennai,Google Ads,iOS
3142,30-03-2025,Chennai,Organic Search,Android
3143,22-05-2025,Bengaluru,Organic Search,Android
3144,22-07-2025,Bengaluru,Instagram,Android
3145,05-11-2025,Hyderabad,Instagram,Android
3146,15-08-2025,Bengaluru,Google Ads,Android
3147,30-11-2025,Delhi,Google Ads,Android
3148,10-08-2025,Bengaluru,Facebook,Android
3149,10-02-2025,Bengaluru,Organic Search,Android
3150,15-07-2025,Delhi,Google Ads,Android
3151,09-03-2025,Hyderabad,Instagram,Android
3152,21-09-2025,Delhi,Organic Search,iOS
3153,02-01-2025,Chennai,Instagram,iOS
3154,27-12-2025,Delhi,Organic Search,iOS
3155,05-05-2025,Mumbai,Facebook,iOS
3156,20-04-2025,Chennai,Organic Search,Android
3157,27-03-2025,Bengaluru,Instagram,Android
3158,30-04-2025,Chennai,Instagram,Android
3159,07-05-2025,Hyderabad,Google Ads,iOS
3160,12-09-2025,Hyderabad,Google Ads,Android
3161,02-07-2025,Delhi,Google Ads,Android
3162,16-01-2025,Chennai,Organic Search,iOS
3163,03-03-2025,Bengaluru,Organic Search,iOS
3164,07-06-2025,Hyderabad,Facebook,iOS
3165,25-09-2025,Pune,Instagram,Android
3166,04-02-2025,Bengaluru,Referral,Android
3167,24-09-2025,Pune,Referral,Android
3168,05-03-2025,Mumbai,Google Ads,Android
3169,19-02-2025,Pune,Organic Search,Android
3170,12-09-2025,Hyderabad,Instagram,Android
3171,29-05-2025,Delhi,Instagram,Android
3172,21-11-2025,Mumbai,Instagram,Android
3173,31-10-2025,Chennai,Referral,Android
3174,03-10-2025,Bengaluru,Facebook,iOS
3175,23-12-2025,Hyderabad,Google Ads,Android
3176,21-06-2025,Mumbai,Instagram,Android
3177,20-07-2025,Mumbai,Instagram,Android
3178,20-11-2025,Hyderabad,Instagram,Android
3179,04-02-2025,Chennai,Google Ads,Android
3180,04-08-2025,Chennai,Instagram,Android
3181,06-03-2025,Delhi,Instagram,iOS
3182,08-01-2025,Pune,Organic Search,Android
3183,28-10-2025,Chennai,Google Ads,iOS
3184,09-12-2025,Delhi,Referral,Android
3185,28-11-2025,Pune,Instagram,Android
3186,17-03-2025,Mumbai,Google Ads,Android
3187,23-06-2025,Hyderabad,Google Ads,iOS
3188,16-02-2025,Chennai,Instagram,Android
3189,15-01-2025,Delhi,Instagram,Android
3190,27-12-2025,Mumbai,Organic Search,Android
3191,27-05-2025,Chennai,Organic Search,Android
3192,26-01-2025,Bengaluru,Instagram,Android
3193,04-11-2025,Mumbai,Google Ads,Android
3194,03-04-2025,Chennai,Organic Search,Android
3195,20-08-2025,Mumbai,Instagram,Android
3196,21-01-2025,Hyderabad,Facebook,Android
3197,03-11-2025,Hyderabad,Organic Search,Android
3198,07-02-2025,Hyderabad,Organic Search,Android
3199,03-10-2025,Pune,Google Ads,iOS
3200,06-06-2025,Bengaluru,Instagram,Android
3201,28-06-2025,Hyderabad,Instagram,Android
3202,12-05-2025,Bengaluru,Organic Search,Android
3203,07-11-2025,Hyderabad,Organic Search,Android
3204,14-12-2025,Pune,Facebook,iOS
3205,28-01-2025,Mumbai,Referral,Android
3206,17-09-2025,Chennai,Referral,Android
3207,17-03-2025,Chennai,Facebook,Android
3208,08-03-2025,Hyderabad,Organic Search,Android
3209,08-12-2025,Chennai,Facebook,Android
3210,13-07-2025,Hyderabad,Google Ads,iOS
3211,11-06-2025,Hyderabad,Instagram,iOS
3212,13-12-2025,Delhi,Referral,Android
3213,27-12-2025,Delhi,Google Ads,Android
3214,14-09-2025,Delhi,Instagram,iOS
3215,13-03-2025,Bengaluru,Organic Search,Android
3216,28-03-2025,Delhi,Facebook,Android
3217,19-09-2025,Hyderabad,Organic Search,Android
3218,02-08-2025,Pune,Instagram,Android
3219,02-06-2025,Pune,Facebook,Android
3220,29-07-2025,Mumbai,Instagram,Android
3221,02-03-2025,Delhi,Organic Search,iOS
3222,25-09-2025,Pune,Instagram,Android
3223,19-09-2025,Delhi,Facebook,iOS
3224,06-08-2025,Mumbai,Referral,Android
3225,10-10-2025,Pune,Google Ads,Android
3226,16-05-2025,Hyderabad,Organic Search,Android
3227,28-12-2025,Bengaluru,Organic Search,Android
3228,03-04-2025,Delhi,Instagram,Android
3229,19-04-2025,Pune,Instagram,iOS
3230,29-08-2025,Pune,Instagram,Android
3231,21-12-2025,Mumbai,Instagram,Android
3232,22-05-2025,Hyderabad,Organic Search,Android
3233,18-10-2025,Chennai,Organic Search,iOS
3234,25-08-2025,Pune,Instagram,Android
3235,06-12-2025,Bengaluru,Google Ads,Android
3236,08-11-2025,Mumbai,Google Ads,iOS
3237,26-06-2025,Pune,Instagram,Android
3238,21-05-2025,Pune,Google Ads,Android
3239,08-07-2025,Mumbai,Google Ads,Android
3240,18-02-2025,Mumbai,Google Ads,Android
3241,29-10-2025,Delhi,Facebook,iOS
3242,09-07-2025,Pune,Referral,Android
3243,16-05-2025,Chennai,Instagram,Android
3244,12-02-2025,Bengaluru,Organic Search,iOS
3245,19-12-2025,Hyderabad,Facebook,Android
3246,31-03-2025,Hyderabad,Organic Search,iOS
3247,22-10-2025,Chennai,Google Ads,Android
3248,07-12-2025,Mumbai,Organic Search,Android
3249,02-09-2025,Mumbai,Organic Search,Android
3250,11-07-2025,Mumbai,Google Ads,iOS
3251,14-11-2025,Pune,Google Ads,Android
3252,16-04-2025,Mumbai,Organic Search,iOS
3253,29-12-2025,Mumbai,Referral,Android
3254,06-11-2025,Pune,Organic Search,Android
3255,21-08-2025,Pune,Referral,Android
3256,22-09-2025,Chennai,Facebook,Android
3257,10-12-2025,Delhi,Instagram,Android
3258,06-02-2025,Pune,Instagram,iOS
3259,01-11-2025,Bengaluru,Organic Search,Android
3260,10-02-2025,Mumbai,Google Ads,Android
3261,17-01-2025,Delhi,Instagram,iOS
3262,10-12-2025,Hyderabad,Referral,Android
3263,04-10-2025,Chennai,Referral,iOS
3264,03-11-2025,Delhi,Instagram,Android
3265,28-02-2025,Pune,Instagram,Android
3266,02-07-2025,Mumbai,Google Ads,Android
3267,10-02-2025,Mumbai,Instagram,Android
3268,08-02-2025,Mumbai,Referral,Android
3269,11-07-2025,Delhi,Google Ads,iOS
3270,24-09-2025,Mumbai,Organic Search,iOS
3271,27-05-2025,Pune,Organic Search,Android
3272,29-11-2025,Delhi,Facebook,iOS
3273,07-05-2025,Mumbai,Google Ads,Android
3274,15-02-2025,Hyderabad,Google Ads,iOS
3275,14-02-2025,Hyderabad,Google Ads,Android
3276,01-01-2025,Bengaluru,Google Ads,Android
3277,17-06-2025,Mumbai,Organic Search,Android
3278,18-04-2025,Mumbai,Google Ads,Android
3279,19-01-2025,Delhi,Organic Search,Android
3280,28-11-2025,Delhi,Instagram,Android
3281,13-03-2025,Mumbai,Instagram,Android
3282,19-04-2025,Bengaluru,Organic Search,Android
3283,25-09-2025,Mumbai,Facebook,iOS
3284,28-08-2025,Pune,Google Ads,Android
3285,28-10-2025,Delhi,Google Ads,Android
3286,31-03-2025,Mumbai,Instagram,Android
3287,13-04-2025,Delhi,Referral,Android
3288,07-09-2025,Mumbai,Instagram,Android
3289,08-01-2025,Chennai,Facebook,iOS
3290,02-06-2025,Delhi,Facebook,Android
3291,13-12-2025,Bengaluru,Organic Search,Android
3292,23-06-2025,Chennai,Google Ads,iOS
3293,09-12-2025,Pune,Instagram,iOS
3294,07-06-2025,Mumbai,Facebook,Android
3295,03-08-2025,Pune,Instagram,Android
3296,26-06-2025,Delhi,Instagram,Android
3297,24-06-2025,Chennai,Instagram,Android
3298,06-12-2025,Pune,Google Ads,Android
3299,04-12-2025,Bengaluru,Instagram,Android
3300,26-05-2025,Delhi,Google Ads,Android
3301,20-11-2025,Chennai,Organic Search,Android
3302,10-06-2025,Pune,Referral,Android
3303,07-05-2025,Chennai,Instagram,Android
3304,23-03-2025,Chennai,Instagram,Android
3305,27-05-2025,Pune,Facebook,Android
3306,27-08-2025,Hyderabad,Organic Search,Android
3307,25-03-2025,Mumbai,Instagram,Android
3308,23-04-2025,Delhi,Organic Search,Android
3309,13-08-2025,Delhi,Facebook,Android
3310,28-11-2025,Delhi,Google Ads,Android
3311,31-08-2025,Chennai,Organic Search,Android
3312,23-05-2025,Pune,Referral,Android
3313,10-02-2025,Mumbai,Organic Search,Android
3314,15-09-2025,Bengaluru,Google Ads,iOS
3315,12-10-2025,Delhi,Facebook,Android
3316,15-04-2025,Pune,Facebook,Android
3317,21-07-2025,Mumbai,Google Ads,Android
3318,03-11-2025,Mumbai,Facebook,Android
3319,27-11-2025,Hyderabad,Instagram,Android
3320,23-09-2025,Pune,Instagram,Android
3321,29-07-2025,Delhi,Google Ads,Android
3322,20-02-2025,Chennai,Referral,Android
3323,28-04-2025,Mumbai,Organic Search,Android
3324,20-07-2025,Mumbai,Google Ads,iOS
3325,08-02-2025,Bengaluru,Facebook,iOS
3326,28-01-2025,Hyderabad,Instagram,Android
3327,16-09-2025,Mumbai,Organic Search,Android
3328,25-03-2025,Mumbai,Facebook,Android
3329,04-06-2025,Chennai,Referral,Android
3330,27-04-2025,Chennai,Referral,iOS
3331,02-01-2025,Bengaluru,Instagram,Android
3332,03-04-2025,Pune,Google Ads,Android
3333,15-06-2025,Bengaluru,Organic Search,iOS
3334,16-12-2025,Bengaluru,Instagram,iOS
3335,23-10-2025,Chennai,Facebook,iOS
3336,15-09-2025,Pune,Organic Search,iOS
3337,22-03-2025,Chennai,Google Ads,Android
3338,25-09-2025,Hyderabad,Organic Search,Android
3339,23-08-2025,Delhi,Organic Search,Android
3340,17-11-2025,Delhi,Referral,Android
3341,07-11-2025,Hyderabad,Instagram,Android
3342,28-10-2025,Delhi,Google Ads,iOS
3343,23-12-2025,Pune,Instagram,Android
3344,01-08-2025,Chennai,Organic Search,Android
3345,03-03-2025,Delhi,Organic Search,Android
3346,18-02-2025,Pune,Facebook,Android
3347,07-05-2025,Chennai,Google Ads,iOS
3348,11-08-2025,Pune,Instagram,Android
3349,06-10-2025,Hyderabad,Referral,Android
3350,21-10-2025,Bengaluru,Referral,Android
3351,11-10-2025,Hyderabad,Organic Search,Android
3352,04-10-2025,Delhi,Referral,iOS
3353,17-04-2025,Chennai,Organic Search,Android
3354,26-05-2025,Pune,Referral,iOS
3355,09-04-2025,Delhi,Facebook,iOS
3356,14-03-2025,Delhi,Google Ads,iOS
3357,02-05-2025,Bengaluru,Organic Search,Android
3358,30-01-2025,Delhi,Facebook,iOS
3359,07-07-2025,Bengaluru,Google Ads,Android
3360,30-12-2025,Chennai,Instagram,iOS
3361,20-12-2025,Chennai,Instagram,iOS
3362,15-10-2025,Pune,Google Ads,iOS
3363,14-07-2025,Bengaluru,Instagram,iOS
3364,05-06-2025,Hyderabad,Instagram,Android
3365,21-06-2025,Chennai,Google Ads,Android
3366,01-12-2025,Pune,Instagram,Android
3367,10-02-2025,Hyderabad,Organic Search,iOS
3368,04-03-2025,Chennai,Google Ads,Android
3369,23-01-2025,Chennai,Facebook,Android
3370,26-12-2025,Pune,Instagram,Android
3371,16-03-2025,Pune,Google Ads,Android
3372,17-02-2025,Mumbai,Google Ads,iOS
3373,09-06-2025,Delhi,Organic Search,Android
3374,09-11-2025,Delhi,Referral,iOS
3375,28-04-2025,Hyderabad,Instagram,Android
3376,10-04-2025,Delhi,Facebook,iOS
3377,16-06-2025,Hyderabad,Instagram,Android
3378,17-10-2025,Chennai,Organic Search,Android
3379,05-06-2025,Mumbai,Organic Search,iOS
3380,07-01-2025,Mumbai,Facebook,Android
3381,15-07-2025,Chennai,Facebook,Android
3382,25-02-2025,Pune,Organic Search,Android
3383,17-11-2025,Bengaluru,Referral,Android
3384,12-07-2025,Bengaluru,Facebook,Android
3385,16-02-2025,Delhi,Organic Search,Android
3386,28-05-2025,Pune,Facebook,Android
3387,02-10-2025,Hyderabad,Facebook,Android
3388,06-06-2025,Mumbai,Organic Search,Android
3389,21-07-2025,Delhi,Facebook,Android
3390,06-05-2025,Chennai,Referral,iOS
3391,01-11-2025,Pune,Instagram,Android
3392,21-10-2025,Mumbai,Google Ads,iOS
3393,05-03-2025,Hyderabad,Instagram,Android
3394,21-11-2025,Hyderabad,Google Ads,Android
3395,25-06-2025,Bengaluru,Google Ads,Android
3396,26-04-2025,Delhi,Organic Search,Android
3397,23-07-2025,Chennai,Facebook,Android
3398,17-11-2025,Mumbai,Referral,Android
3399,31-01-2025,Hyderabad,Google Ads,iOS
3400,23-04-2025,Mumbai,Organic Search,Android
3401,31-12-2025,Chennai,Facebook,iOS
3402,21-11-2025,Mumbai,Facebook,iOS
3403,10-12-2025,Delhi,Instagram,Android
3404,08-03-2025,Bengaluru,Google Ads,Android
3405,16-03-2025,Mumbai,Facebook,Android
3406,14-02-2025,Pune,Facebook,Android
3407,17-09-2025,Bengaluru,Organic Search,Android
3408,03-06-2025,Chennai,Organic Search,iOS
3409,04-06-2025,Bengaluru,Organic Search,iOS
3410,29-12-2025,Mumbai,Facebook,iOS
3411,22-08-2025,Mumbai,Organic Search,Android
3412,20-02-2025,Pune,Organic Search,Android
3413,02-11-2025,Hyderabad,Instagram,Android
3414,19-09-2025,Pune,Google Ads,Android
3415,11-11-2025,Mumbai,Instagram,Android
3416,05-05-2025,Bengaluru,Instagram,Android
3417,02-09-2025,Pune,Instagram,iOS
3418,30-01-2025,Pune,Instagram,iOS
3419,02-05-2025,Hyderabad,Referral,Android
3420,05-05-2025,Mumbai,Google Ads,iOS
3421,06-02-2025,Mumbai,Google Ads,Android
3422,19-06-2025,Chennai,Referral,Android
3423,04-05-2025,Hyderabad,Organic Search,iOS
3424,23-12-2025,Chennai,Organic Search,iOS
3425,04-02-2025,Chennai,Facebook,Android
3426,28-03-2025,Chennai,Google Ads,Android
3427,14-05-2025,Delhi,Google Ads,iOS
3428,15-07-2025,Chennai,Instagram,Android
3429,01-10-2025,Pune,Instagram,Android
3430,20-07-2025,Bengaluru,Google Ads,Android
3431,12-10-2025,Pune,Organic Search,iOS
3432,18-03-2025,Pune,Instagram,Android
3433,28-02-2025,Mumbai,Instagram,iOS
3434,06-05-2025,Delhi,Instagram,Android
3435,19-04-2025,Chennai,Referral,Android
3436,12-08-2025,Mumbai,Google Ads,iOS
3437,05-10-2025,Hyderabad,Google Ads,Android
3438,09-03-2025,Hyderabad,Instagram,Android
3439,10-03-2025,Mumbai,Google Ads,Android
3440,14-06-2025,Bengaluru,Instagram,iOS
3441,01-11-2025,Mumbai,Google Ads,Android
3442,11-06-2025,Mumbai,Instagram,Android
3443,31-12-2025,Delhi,Referral,Android
3444,08-12-2025,Hyderabad,Facebook,Android
3445,05-11-2025,Hyderabad,Referral,Android
3446,09-12-2025,Chennai,Google Ads,Android
3447,11-02-2025,Pune,Google Ads,Android
3448,20-12-2025,Mumbai,Instagram,Android
3449,19-04-2025,Mumbai,Google Ads,Android
3450,20-02-2025,Bengaluru,Google Ads,iOS
3451,07-09-2025,Hyderabad,Google Ads,Android
3452,07-12-2025,Bengaluru,Referral,Android
3453,21-01-2025,Delhi,Organic Search,Android
3454,27-10-2025,Chennai,Referral,Android
3455,19-05-2025,Bengaluru,Instagram,Android
3456,25-12-2025,Hyderabad,Facebook,Android
3457,20-11-2025,Delhi,Instagram,iOS
3458,02-04-2025,Mumbai,Facebook,Android
3459,07-10-2025,Delhi,Google Ads,iOS
3460,05-05-2025,Pune,Instagram,Android
3461,21-04-2025,Bengaluru,Organic Search,Android
3462,20-12-2025,Hyderabad,Facebook,Android
3463,19-05-2025,Bengaluru,Google Ads,iOS
3464,30-09-2025,Mumbai,Instagram,Android
3465,09-04-2025,Mumbai,Google Ads,Android
3466,09-09-2025,Hyderabad,Organic Search,Android
3467,04-12-2025,Pune,Facebook,Android
3468,14-04-2025,Chennai,Organic Search,Android
3469,02-08-2025,Delhi,Instagram,Android
3470,06-09-2025,Delhi,Facebook,Android
3471,01-06-2025,Mumbai,Referral,Android
3472,07-09-2025,Bengaluru,Google Ads,iOS
3473,02-10-2025,Bengaluru,Instagram,iOS
3474,14-06-2025,Pune,Facebook,Android
3475,07-12-2025,Chennai,Facebook,Android
3476,08-01-2025,Bengaluru,Referral,Android
3477,11-10-2025,Delhi,Referral,Android
3478,05-01-2025,Bengaluru,Referral,Android
3479,25-05-2025,Chennai,Facebook,Android
3480,11-04-2025,Delhi,Instagram,iOS
3481,13-06-2025,Bengaluru,Google Ads,Android
3482,27-05-2025,Delhi,Referral,Android
3483,05-03-2025,Mumbai,Organic Search,Android
3484,01-04-2025,Mumbai,Instagram,Android
3485,27-04-2025,Pune,Google Ads,iOS
3486,20-12-2025,Mumbai,Google Ads,Android
3487,24-09-2025,Bengaluru,Instagram,iOS
3488,06-11-2025,Chennai,Google Ads,Android
3489,22-06-2025,Delhi,Facebook,Android
3490,16-02-2025,Hyderabad,Instagram,iOS
3491,20-05-2025,Mumbai,Referral,Android
3492,03-09-2025,Mumbai,Organic Search,Android
3493,29-05-2025,Hyderabad,Organic Search,iOS
3494,03-09-2025,Hyderabad,Instagram,Android
3495,05-01-2025,Bengaluru,Facebook,Android
3496,03-07-2025,Delhi,Google Ads,Android
3497,20-01-2025,Mumbai,Google Ads,Android
3498,15-02-2025,Chennai,Facebook,Android
